GeneA GeneB Genus spp relationship
Potri.002G204700 SapurV1A.0155s0380 S. purpurea one-to-one
Potri.017G083300 SapurV1A.0300s0030 S. purpurea one-to-one
Potri.018G101500 SapurV1A.0332s0170 S. purpurea one-to-one
Potri.005G216400 SapurV1A.0376s0240 S. purpurea one-to-one
Potri.011G023600 SapurV1A.0345s0140 S. purpurea one-to-one
Potri.003G205200 SapurV1A.0009s0520 S. purpurea one-to-one
Potri.003G174300 SapurV1A.0056s0420 S. purpurea one-to-one
Potri.013G019300 SapurV1A.0066s0400 S. purpurea one-to-one
Potri.009G162800 SapurV1A.1034s0140 S. purpurea one-to-one
Potri.019G030400 SapurV1A.1058s0010 S. purpurea one-to-one
Potri.015G029700 SapurV1A.0074s0120 S. purpurea one-to-one
Potri.002G057900 SapurV1A.0354s0150 S. purpurea one-to-one
Potri.005G094900 SapurV1A.0404s0270 S. purpurea one-to-one
Potri.001G408900 SapurV1A.0840s0020 S. purpurea one-to-one
Potri.006G087000 SapurV1A.0001s1670 S. purpurea many-to-one
Potri.016G099900 SapurV1A.0001s1670 S. purpurea many-to-one
Potri.005G120300 SapurV1A.0725s0170 S. purpurea one-to-many
Potri.005G120300 SapurV1A.0396s0020 S. purpurea one-to-many
Potri.010G169700 SapurV1A.0458s0270 S. purpurea one-to-one
Potri.013G066900 SapurV1A.1660s0010 S. purpurea one-to-one
Potri.001G372300 SapurV1A.0083s0250 S. purpurea one-to-one
Potri.006G221500 SapurV1A.0710s0050 S. purpurea one-to-one
Potri.006G259700 SapurV1A.1173s0100 S. purpurea one-to-one
Potri.004G210600 SapurV1A.0216s0260 S. purpurea one-to-one
Potri.004G055300 SapurV1A.0029s0700 S. purpurea one-to-one
Potri.017G134800 SapurV1A.0223s0220 S. purpurea one-to-one
Potri.013G013900 SapurV1A.0604s0120 S. purpurea one-to-one
Potri.008G192700 SapurV1A.0113s0200 S. purpurea one-to-one
Potri.008G004500 SapurV1A.0633s0120 S. purpurea one-to-one
Potri.008G035000 SapurV1A.0411s0210 S. purpurea one-to-one
Potri.001G058400 SapurV1A.1460s0090 S. purpurea one-to-one
Potri.012G124300 SapurV1A.0831s0090 S. purpurea one-to-one
Potri.002G073900 SapurV1A.0267s0270 S. purpurea many-to-one
Potri.002G074200 SapurV1A.0267s0270 S. purpurea many-to-one
Potri.001G157000 SapurV1A.0210s0010 S. purpurea one-to-many
Potri.001G157000 SapurV1A.0734s0010 S. purpurea one-to-many
Potri.007G071900 SapurV1A.2366s0010 S. purpurea one-to-many
Potri.007G071900 SapurV1A.0103s0150 S. purpurea one-to-many
Potri.004G115400 SapurV1A.0323s0180 S. purpurea one-to-one
Potri.006G153000 SapurV1A.0212s0160 S. purpurea one-to-one
Potri.006G006100 SapurV1A.0220s0030 S. purpurea one-to-one
Potri.004G010000 SapurV1A.0429s0100 S. purpurea one-to-one
Potri.004G091700 SapurV1A.0102s0060 S. purpurea one-to-one
Potri.014G080300 SapurV1A.0533s0160 S. purpurea one-to-one
Potri.014G066800 SapurV1A.0248s0160 S. purpurea one-to-one
Potri.011G043600 SapurV1A.0044s0150 S. purpurea one-to-one
Potri.014G058900 SapurV1A.0382s0220 S. purpurea one-to-one
Potri.T163900 SapurV1A.0457s0100 S. purpurea one-to-one
Potri.018G092800 SapurV1A.0271s0040 S. purpurea one-to-one
Potri.003G203500 SapurV1A.0009s0680 S. purpurea one-to-one
Potri.015G146400 SapurV1A.1225s0040 S. purpurea one-to-one
Potri.008G165800 SapurV1A.0292s0040 S. purpurea one-to-one
Potri.005G109200 SapurV1A.0130s0110 S. purpurea one-to-one
Potri.005G105700 SapurV1A.0769s0220 S. purpurea one-to-one
Potri.005G006500 SapurV1A.1622s0070 S. purpurea one-to-one
Potri.007G116100 SapurV1A.0187s0100 S. purpurea one-to-one
Potri.014G154600 SapurV1A.0316s0200 S. purpurea one-to-one
Potri.001G397100 SapurV1A.0207s0180 S. purpurea one-to-one
Potri.001G266200 SapurV1A.0111s0270 S. purpurea one-to-one
Potri.012G055700 SapurV1A.1621s0020 S. purpurea one-to-one
Potri.012G125600 SapurV1A.0129s0140 S. purpurea one-to-one
Potri.017G040000 SapurV1A.0312s0190 S. purpurea many-to-many
Potri.017G040000 SapurV1A.0312s0130 S. purpurea many-to-many
Potri.017G040500 SapurV1A.0312s0190 S. purpurea many-to-many
Potri.017G040500 SapurV1A.0312s0130 S. purpurea many-to-many
Potri.017G039900 SapurV1A.0312s0190 S. purpurea many-to-many
Potri.017G039900 SapurV1A.0312s0130 S. purpurea many-to-many
Potri.T102200 SapurV1A.0312s0190 S. purpurea many-to-many
Potri.T102200 SapurV1A.0312s0130 S. purpurea many-to-many
Potri.T101700 SapurV1A.0312s0190 S. purpurea many-to-many
Potri.T101700 SapurV1A.0312s0130 S. purpurea many-to-many
Potri.008G037700 SapurV1A.1030s0040 S. purpurea one-to-many
Potri.008G037700 SapurV1A.1694s0010 S. purpurea one-to-many
Potri.005G103600 SapurV1A.0958s0130 S. purpurea many-to-one
Potri.005G104400 SapurV1A.0958s0130 S. purpurea many-to-one
Potri.001G001000 SapurV1A.1226s0070 S. purpurea one-to-many
Potri.001G001000 SapurV1A.0699s0290 S. purpurea one-to-many
Potri.009G127900 SapurV1A.1150s0020 S. purpurea one-to-one
Potri.011G091700 SapurV1A.0479s0030 S. purpurea one-to-one
Potri.014G050200 SapurV1A.2004s0040 S. purpurea one-to-one
Potri.006G000600 SapurV1A.0220s0480 S. purpurea one-to-one
Potri.006G205500 SapurV1A.0510s0150 S. purpurea one-to-one
Potri.006G093700 SapurV1A.0001s1100 S. purpurea one-to-one
Potri.014G060700 SapurV1A.0248s0390 S. purpurea one-to-one
Potri.014G100800 SapurV1A.0013s0160 S. purpurea one-to-one
Potri.014G117500 SapurV1A.0294s0020 S. purpurea one-to-one
Potri.017G087500 SapurV1A.0322s0080 S. purpurea one-to-one
Potri.017G092800 SapurV1A.1509s0010 S. purpurea one-to-one
Potri.013G158200 SapurV1A.1111s0090 S. purpurea one-to-one
Potri.001G186700 SapurV1A.0805s0180 S. purpurea one-to-one
Potri.003G058700 SapurV1A.0002s0470 S. purpurea one-to-one
Potri.001G054100 SapurV1A.0802s0170 S. purpurea one-to-one
Potri.019G076200 SapurV1A.1130s0050 S. purpurea one-to-one
Potri.012G019300 SapurV1A.0250s0170 S. purpurea one-to-one
Potri.012G134100 SapurV1A.0400s0160 S. purpurea one-to-one
Potri.012G107600 SapurV1A.0632s0040 S. purpurea many-to-one
Potri.016G122200 SapurV1A.0632s0040 S. purpurea many-to-one
Potri.012G107300 SapurV1A.0632s0040 S. purpurea many-to-one
Potri.003G160000 SapurV1A.2756s0010 S. purpurea one-to-many
Potri.003G160000 SapurV1A.0122s0130 S. purpurea one-to-many
Potri.014G154400 SapurV1A.0316s0220 S. purpurea one-to-many
Potri.014G154400 SapurV1A.5059s0010 S. purpurea one-to-many
Potri.015G098600 SapurV1A.0168s0420 S. purpurea one-to-many
Potri.015G098600 SapurV1A.5286s0010 S. purpurea one-to-many
Potri.001G162900 SapurV1A.2034s0010 S. purpurea one-to-many
Potri.001G162900 SapurV1A.1589s0010 S. purpurea one-to-many
Potri.013G124900 SapurV1A.0474s0040 S. purpurea many-to-one
Potri.013G124700 SapurV1A.0474s0040 S. purpurea many-to-one
Potri.001G200400 SapurV1A.0548s0160 S. purpurea one-to-one
Potri.012G070300 SapurV1A.4950s0010 S. purpurea one-to-many
Potri.012G070300 SapurV1A.0366s0070 S. purpurea one-to-many
Potri.009G075600 SapurV1A.0042s0230 S. purpurea one-to-one
Potri.004G152800 SapurV1A.0349s0060 S. purpurea one-to-one
Potri.010G041100 SapurV1A.0269s0090 S. purpurea one-to-one
Potri.010G122800 SapurV1A.1945s0040 S. purpurea one-to-one
Potri.004G120400 SapurV1A.0901s0070 S. purpurea one-to-one
Potri.002G114900 SapurV1A.0004s0260 S. purpurea one-to-one
Potri.001G166700 SapurV1A.0195s0100 S. purpurea one-to-one
Potri.001G196700 SapurV1A.0177s0170 S. purpurea one-to-one
Potri.001G068000 SapurV1A.0340s0010 S. purpurea one-to-one
Potri.001G368700 SapurV1A.0115s0160 S. purpurea one-to-one
Potri.007G010400 SapurV1A.0166s0030 S. purpurea one-to-one
Potri.001G341300 SapurV1A.0750s0040 S. purpurea one-to-one
Potri.001G279200 SapurV1A.0106s0100 S. purpurea one-to-one
Potri.016G056800 SapurV1A.2198s0010 S. purpurea one-to-many
Potri.016G056800 SapurV1A.2340s0020 S. purpurea one-to-many
Potri.016G056800 SapurV1A.0567s0070 S. purpurea one-to-many
Potri.012G105600 SapurV1A.4359s0010 S. purpurea many-to-many
Potri.012G105600 SapurV1A.0672s0170 S. purpurea many-to-many
Potri.012G105700 SapurV1A.4359s0010 S. purpurea many-to-many
Potri.012G105700 SapurV1A.0672s0170 S. purpurea many-to-many
Potri.009G031200 SapurV1A.0040s0360 S. purpurea one-to-many
Potri.009G031200 SapurV1A.4765s0010 S. purpurea one-to-many
Potri.017G142300 SapurV1A.1713s0010 S. purpurea one-to-many
Potri.017G142300 SapurV1A.1012s0020 S. purpurea one-to-many
Potri.008G005300 SapurV1A.0633s0040 S. purpurea one-to-many
Potri.008G005300 SapurV1A.1176s0190 S. purpurea one-to-many
Potri.001G210400 SapurV1A.1365s0040 S. purpurea many-to-one
Potri.003G020100 SapurV1A.1365s0040 S. purpurea many-to-one
Potri.007G129500 SapurV1A.1078s0040 S. purpurea one-to-many
Potri.007G129500 SapurV1A.0834s0190 S. purpurea one-to-many
Potri.003G018900 SapurV1A.0310s0140 S. purpurea one-to-one
Potri.012G142500 SapurV1A.1450s0040 S. purpurea one-to-one
Potri.T047200 SapurV1A.1311s0020 S. purpurea many-to-one
Potri.005G032300 SapurV1A.1311s0020 S. purpurea many-to-one
Potri.014G173800 SapurV1A.0145s0300 S. purpurea many-to-one
Potri.014G197300 SapurV1A.0145s0300 S. purpurea many-to-one
Potri.010G219400 SapurV1A.0023s0310 S. purpurea one-to-one
Potri.010G227400 SapurV1A.0213s0130 S. purpurea one-to-one
Potri.010G227500 SapurV1A.0213s0140 S. purpurea one-to-one
Potri.011G063800 SapurV1A.0270s0090 S. purpurea one-to-one
Potri.011G080300 SapurV1A.0031s0470 S. purpurea one-to-one
Potri.006G051600 SapurV1A.0228s0350 S. purpurea one-to-one
Potri.006G077900 SapurV1A.0001s2520 S. purpurea one-to-one
Potri.006G036100 SapurV1A.2629s0040 S. purpurea one-to-one
Potri.002G149400 SapurV1A.0024s0740 S. purpurea one-to-one
Potri.002G023500 SapurV1A.0025s0480 S. purpurea one-to-one
Potri.014G070400 SapurV1A.0532s0190 S. purpurea one-to-one
Potri.018G079400 SapurV1A.0581s0100 S. purpurea one-to-one
Potri.003G144300 SapurV1A.0059s0160 S. purpurea one-to-one
Potri.015G096000 SapurV1A.0168s0210 S. purpurea one-to-one
Potri.003G216700 SapurV1A.0081s0170 S. purpurea one-to-one
Potri.004G106300 SapurV1A.0472s0140 S. purpurea one-to-one
Potri.018G090000 SapurV1A.0313s0140 S. purpurea one-to-one
Potri.001G047400 SapurV1A.0280s0160 S. purpurea one-to-one
Potri.001G461000 SapurV1A.0602s0120 S. purpurea one-to-one
Potri.003G117000 SapurV1A.0045s0340 S. purpurea one-to-one
Potri.012G145500 SapurV1A.0862s0250 S. purpurea one-to-many
Potri.012G145500 SapurV1A.4234s0010 S. purpurea one-to-many
Potri.009G065900 SapurV1A.0508s0050 S. purpurea one-to-one
Potri.010G198500 SapurV1A.0281s0360 S. purpurea one-to-one
Potri.004G143900 SapurV1A.0927s0050 S. purpurea one-to-one
Potri.006G239700 SapurV1A.0446s0040 S. purpurea one-to-one
Potri.002G003300 SapurV1A.0016s0120 S. purpurea one-to-one
Potri.002G100600 SapurV1A.0239s0390 S. purpurea one-to-one
Potri.002G166400 SapurV1A.0099s0140 S. purpurea one-to-one
Potri.002G133000 SapurV1A.0017s0660 S. purpurea one-to-one
Potri.018G102000 SapurV1A.0332s0200 S. purpurea one-to-one
Potri.004G189400 SapurV1A.0717s0130 S. purpurea one-to-one
Potri.003G072500 SapurV1A.0104s0070 S. purpurea one-to-one
Potri.005G101000 SapurV1A.0085s0060 S. purpurea one-to-one
Potri.005G147400 SapurV1A.0409s0020 S. purpurea one-to-one
Potri.005G131600 SapurV1A.0520s0090 S. purpurea one-to-one
Potri.001G070800 SapurV1A.0444s0260 S. purpurea one-to-one
Potri.010G004100 SapurV1A.2641s0030 S. purpurea one-to-many
Potri.010G004100 SapurV1A.0264s0460 S. purpurea one-to-many
Potri.010G004100 SapurV1A.1258s0130 S. purpurea one-to-many
Potri.010G180300 SapurV1A.0557s0270 S. purpurea one-to-many
Potri.010G180300 SapurV1A.2016s0050 S. purpurea one-to-many
Potri.016G057900 SapurV1A.0854s0080 S. purpurea one-to-many
Potri.016G057900 SapurV1A.1815s0010 S. purpurea one-to-many
Potri.015G005500 SapurV1A.2483s0020 S. purpurea one-to-many
Potri.015G005500 SapurV1A.0326s0170 S. purpurea one-to-many
Potri.015G019500 SapurV1A.1470s0060 S. purpurea one-to-many
Potri.015G019500 SapurV1A.0346s0180 S. purpurea one-to-many
Potri.004G184800 SapurV1A.0080s0270 S. purpurea one-to-one
Potri.009G164900 SapurV1A.0374s0090 S. purpurea one-to-one
Potri.010G176100 SapurV1A.0093s0390 S. purpurea one-to-one
Potri.011G132400 SapurV1A.0535s0060 S. purpurea one-to-one
Potri.006G152900 SapurV1A.0212s0170 S. purpurea one-to-one
Potri.006G047400 SapurV1A.0464s0030 S. purpurea one-to-one
Potri.006G220400 SapurV1A.0057s0080 S. purpurea one-to-one
Potri.006G250400 SapurV1A.0043s0430 S. purpurea one-to-one
Potri.013G069000 SapurV1A.1415s0050 S. purpurea one-to-one
Potri.004G164500 SapurV1A.1975s0040 S. purpurea one-to-one
Potri.010G086300 SapurV1A.0733s0090 S. purpurea one-to-one
Potri.019G080300 SapurV1A.0391s0070 S. purpurea one-to-one
Potri.004G115500 SapurV1A.0731s0080 S. purpurea one-to-one
Potri.016G030600 SapurV1A.0736s0120 S. purpurea one-to-one
Potri.019G063800 SapurV1A.0143s0270 S. purpurea one-to-one
Potri.016G139700 SapurV1A.0803s0030 S. purpurea one-to-one
Potri.007G127400 SapurV1A.0637s0040 S. purpurea one-to-one
Potri.012G062300 SapurV1A.0884s0020 S. purpurea one-to-one
Potri.008G161200 SapurV1A.0055s0370 S. purpurea one-to-one
Potri.010G180200 SapurV1A.0557s0280 S. purpurea one-to-many
Potri.010G180200 SapurV1A.2016s0030 S. purpurea one-to-many
Potri.018G030700 SapurV1A.0073s0330 S. purpurea many-to-one
Potri.018G030900 SapurV1A.0073s0330 S. purpurea many-to-one
Potri.008G004800 SapurV1A.0633s0070 S. purpurea one-to-many
Potri.008G004800 SapurV1A.0633s0090 S. purpurea one-to-many
Potri.004G077700 SapurV1A.0147s0280 S. purpurea many-to-one
Potri.004G077100 SapurV1A.0147s0280 S. purpurea many-to-one
Potri.001G209600 SapurV1A.1365s0100 S. purpurea one-to-many
Potri.001G209600 SapurV1A.3394s0030 S. purpurea one-to-many
Potri.007G037300 SapurV1A.0641s0010 S. purpurea many-to-one
Potri.007G037700 SapurV1A.0641s0010 S. purpurea many-to-one
Potri.009G131500 SapurV1A.0514s0120 S. purpurea one-to-one
Potri.011G147900 SapurV1A.0047s0700 S. purpurea one-to-one
Potri.006G178600 SapurV1A.1155s0020 S. purpurea one-to-one
Potri.004G004900 SapurV1A.0449s0330 S. purpurea one-to-one
Potri.002G236700 SapurV1A.0071s0430 S. purpurea one-to-one
Potri.004G084100 SapurV1A.0397s0090 S. purpurea one-to-one
Potri.015G065700 SapurV1A.0714s0060 S. purpurea one-to-one
Potri.013G132300 SapurV1A.0735s0150 S. purpurea one-to-one
Potri.010G069400 SapurV1A.0007s1210 S. purpurea one-to-one
Potri.005G219200 SapurV1A.0860s0170 S. purpurea one-to-one
Potri.015G055900 SapurV1A.1705s0020 S. purpurea one-to-many
Potri.015G055900 SapurV1A.0265s0100 S. purpurea one-to-many
Potri.T165600 SapurV1A.0809s0010 S. purpurea one-to-many
Potri.T165600 SapurV1A.0647s0010 S. purpurea one-to-many
Potri.019G095500 SapurV1A.0832s0120 S. purpurea many-to-one
Potri.019G111700 SapurV1A.0832s0120 S. purpurea many-to-one
Potri.005G229800 SapurV1A.4087s0010 S. purpurea one-to-many
Potri.005G229800 SapurV1A.0188s0330 S. purpurea one-to-many
Potri.005G103400 SapurV1A.0958s0150 S. purpurea many-to-one
Potri.005G104200 SapurV1A.0958s0150 S. purpurea many-to-one
Potri.001G240300 SapurV1A.0041s0060 S. purpurea one-to-many
Potri.001G240300 SapurV1A.0796s0010 S. purpurea one-to-many
Potri.006G037100 SapurV1A.0159s0020 S. purpurea one-to-one
Potri.002G010300 SapurV1A.0016s0710 S. purpurea one-to-one
Potri.002G097500 SapurV1A.0239s0100 S. purpurea one-to-one
Potri.006G144500 SapurV1A.0616s0030 S. purpurea one-to-one
Potri.002G067600 SapurV1A.0134s0050 S. purpurea one-to-one
Potri.017G112000 SapurV1A.0682s0140 S. purpurea one-to-one
Potri.014G120300 SapurV1A.0180s0280 S. purpurea one-to-one
Potri.009G142700 SapurV1A.0039s0630 S. purpurea one-to-one
Potri.015G146000 SapurV1A.0754s0010 S. purpurea one-to-one
Potri.013G046900 SapurV1A.0309s0230 S. purpurea one-to-one
Potri.008G196700 SapurV1A.0407s0020 S. purpurea one-to-one
Potri.008G201400 SapurV1A.0022s0080 S. purpurea one-to-one
Potri.001G068300 SapurV1A.0444s0030 S. purpurea one-to-one
Potri.016G013700 SapurV1A.0398s0110 S. purpurea one-to-one
Potri.008G137800 SapurV1A.0015s0680 S. purpurea one-to-one
Potri.001G151800 SapurV1A.0201s0150 S. purpurea one-to-one
Potri.001G314900 SapurV1A.0058s0600 S. purpurea one-to-one
Potri.012G022100 SapurV1A.1632s0040 S. purpurea one-to-one
Potri.001G221200 SapurV1A.1469s0070 S. purpurea many-to-many
Potri.001G221200 SapurV1A.1469s0040 S. purpurea many-to-many
Potri.001G221200 SapurV1A.0977s0020 S. purpurea many-to-many
Potri.001G221200 SapurV1A.0977s0010 S. purpurea many-to-many
Potri.001G221200 SapurV1A.1658s0020 S. purpurea many-to-many
Potri.001G221200 SapurV1A.1658s0010 S. purpurea many-to-many
Potri.001G221400 SapurV1A.1469s0070 S. purpurea many-to-many
Potri.001G221400 SapurV1A.1469s0040 S. purpurea many-to-many
Potri.001G221400 SapurV1A.0977s0020 S. purpurea many-to-many
Potri.001G221400 SapurV1A.0977s0010 S. purpurea many-to-many
Potri.001G221400 SapurV1A.1658s0020 S. purpurea many-to-many
Potri.001G221400 SapurV1A.1658s0010 S. purpurea many-to-many
Potri.001G221500 SapurV1A.1469s0070 S. purpurea many-to-many
Potri.001G221500 SapurV1A.1469s0040 S. purpurea many-to-many
Potri.001G221500 SapurV1A.0977s0020 S. purpurea many-to-many
Potri.001G221500 SapurV1A.0977s0010 S. purpurea many-to-many
Potri.001G221500 SapurV1A.1658s0020 S. purpurea many-to-many
Potri.001G221500 SapurV1A.1658s0010 S. purpurea many-to-many
Potri.001G222100 SapurV1A.1469s0070 S. purpurea many-to-many
Potri.001G222100 SapurV1A.1469s0040 S. purpurea many-to-many
Potri.001G222100 SapurV1A.0977s0020 S. purpurea many-to-many
Potri.001G222100 SapurV1A.0977s0010 S. purpurea many-to-many
Potri.001G222100 SapurV1A.1658s0020 S. purpurea many-to-many
Potri.001G222100 SapurV1A.1658s0010 S. purpurea many-to-many
Potri.009G101400 SapurV1A.0643s0180 S. purpurea one-to-many
Potri.009G101400 SapurV1A.3185s0010 S. purpurea one-to-many
Potri.016G063600 SapurV1A.2622s0010 S. purpurea many-to-one
Potri.T173700 SapurV1A.2622s0010 S. purpurea many-to-one
Potri.001G279500 SapurV1A.0106s0070 S. purpurea one-to-many
Potri.001G279500 SapurV1A.2889s0030 S. purpurea one-to-many
Potri.012G080300 SapurV1A.1404s0010 S. purpurea one-to-many
Potri.012G080300 SapurV1A.0165s0010 S. purpurea one-to-many
Potri.009G090600 SapurV1A.0019s0180 S. purpurea one-to-one
Potri.004G098700 SapurV1A.0781s0100 S. purpurea one-to-one
Potri.001G274900 SapurV1A.1149s0090 S. purpurea one-to-one
Potri.013G161200 SapurV1A.1105s0050 S. purpurea one-to-one
Potri.003G168400 SapurV1A.0453s0050 S. purpurea one-to-one
Potri.004G149500 SapurV1A.0576s0050 S. purpurea one-to-one
Potri.008G070900 SapurV1A.0650s0070 S. purpurea one-to-one
Potri.003G100300 SapurV1A.0063s0400 S. purpurea one-to-one
Potri.015G009300 SapurV1A.0498s0050 S. purpurea one-to-one
Potri.013G102300 SapurV1A.0675s0090 S. purpurea one-to-one
Potri.008G140900 SapurV1A.0015s0890 S. purpurea one-to-one
Potri.001G050100 SapurV1A.0902s0080 S. purpurea one-to-one
Potri.001G220900 SapurV1A.0977s0040 S. purpurea one-to-one
Potri.001G235500 SapurV1A.0008s0940 S. purpurea one-to-one
Potri.008G112900 SapurV1A.0060s0590 S. purpurea one-to-one
Potri.001G405800 SapurV1A.0381s0050 S. purpurea one-to-one
Potri.012G144300 SapurV1A.0862s0150 S. purpurea one-to-one
Potri.001G001100 SapurV1A.0081s0690 S. purpurea one-to-many
Potri.001G001100 SapurV1A.0699s0280 S. purpurea one-to-many
Potri.001G001100 SapurV1A.1226s0080 S. purpurea one-to-many
Potri.004G141200 SapurV1A.0627s0010 S. purpurea one-to-many
Potri.004G141200 SapurV1A.0471s0080 S. purpurea one-to-many
Potri.014G041200 SapurV1A.1653s0050 S. purpurea one-to-many
Potri.014G041200 SapurV1A.0715s0010 S. purpurea one-to-many
Potri.005G214000 SapurV1A.0539s0270 S. purpurea one-to-many
Potri.005G214000 SapurV1A.0376s0020 S. purpurea one-to-many
Potri.015G046300 SapurV1A.0719s0010 S. purpurea one-to-many
Potri.015G046300 SapurV1A.0530s0010 S. purpurea one-to-many
Potri.002G059600 SapurV1A.0948s0130 S. purpurea one-to-many
Potri.002G059600 SapurV1A.0354s0010 S. purpurea one-to-many
Potri.005G060700 SapurV1A.0352s0040 S. purpurea one-to-many
Potri.005G060700 SapurV1A.2250s0010 S. purpurea one-to-many
Potri.002G134000 SapurV1A.0017s0730 S. purpurea one-to-one
Potri.006G035700 SapurV1A.0159s0120 S. purpurea one-to-one
Potri.002G142800 SapurV1A.0033s0350 S. purpurea one-to-one
Potri.018G043900 SapurV1A.0291s0070 S. purpurea one-to-one
Potri.015G141100 SapurV1A.0068s0200 S. purpurea one-to-one
Potri.016G080300 SapurV1A.1819s0040 S. purpurea one-to-one
Potri.013G150200 SapurV1A.0048s0070 S. purpurea one-to-one
Potri.005G206700 SapurV1A.0076s0180 S. purpurea one-to-one
Potri.007G120400 SapurV1A.0484s0140 S. purpurea many-to-many
Potri.007G120400 SapurV1A.0484s0150 S. purpurea many-to-many
Potri.007G120400 SapurV1A.0484s0160 S. purpurea many-to-many
Potri.007G120400 SapurV1A.4144s0010 S. purpurea many-to-many
Potri.007G120500 SapurV1A.0484s0140 S. purpurea many-to-many
Potri.007G120500 SapurV1A.0484s0150 S. purpurea many-to-many
Potri.007G120500 SapurV1A.0484s0160 S. purpurea many-to-many
Potri.007G120500 SapurV1A.4144s0010 S. purpurea many-to-many
Potri.007G120700 SapurV1A.0484s0140 S. purpurea many-to-many
